Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,USA
mesh-tank,Mesh Tank,Size,S,Color,Royal Blue,,,P110-RO-S,0
mesh-tank,Mesh Tank,Size,S,Color,Black,,,P110-BK-S,0
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Navy,Size,XL,,,BUL354-FN-XL,2
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Fuchsia,Size,XL,,,BUL354-FF-XL,2
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Fuchsia,Size,XL,,,BUL354-NF-XL,5
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Navy,Size,XL,,,BUL354-NN-XL,5
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Navy,Size,L,,,BUL354-FN-L,2
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Fuchsia,Size,L,,,BUL354-FF-L,2
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Fuchsia,Size,L,,,BUL354-NF-L,2
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Navy,Size,L,,,BUL354-NN-L,4
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Navy,Size,M,,,BUL354-FN-M,0
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Fuchsia/Fuchsia,Size,M,,,BUL354-FF-M,0
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Fuchsia,Size,M,,,BUL354-NF-M,0
nectar-dreamsicle-bundle,The Dreamsicle Bundle,Color,Navy/Navy,Size,M,,,BUL354-NN-M,0
silk-satin-thong-2-pack,Silk Thong Two-Pack,Color,TQ/LI,Size,2XL,,,BU315-T/L-2X,0
silk-satin-thong-2-pack,Silk Thong Two-Pack,Color,TQ/LI,Size,XL,,,BU315-T/L-XL,2
silk-satin-thong-2-pack,Silk Thong Two-Pack,Color,TQ/LI,Size,L,,,BU315-T/L-L,0
silk-satin-thong-2-pack,Silk Thong Two-Pack,Color,TQ/LI,Size,M,,,BU315-T/L-M,0
silk-satin-thong-2-pack,Silk Thong Two-Pack,Color,TQ/LI,Size,S,,,BU315-T/L-S,0
european-tricot-brief,European Tricot Brief,Color,Pink,Size,3XL,,,Z704-PK-3X,3
european-tricot-brief,European Tricot Brief,Color,White,Size,3XL,,,Z704-WT-3X,1
european-tricot-brief,European Tricot Brief,Color,Black,Size,3XL,,,Z704-BK-3X,5
european-tricot-brief,European Tricot Brief,Color,Black,Size,2XL,,,Z704-BK-2X,7
european-tricot-brief,European Tricot Brief,Color,Black,Size,XL,,,Z704-BK-XL,5
european-tricot-brief,European Tricot Brief,Color,Black,Size,L,,,Z704-BK-L,0
european-tricot-brief,European Tricot Brief,Color,Black,Size,M,,,Z704-BK-M,2
european-tricot-brief,European Tricot Brief,Color,Black,Size,S,,,Z704-BK-S,0
silk-satin-thong-bundle,Silk Thong Bundle,Size,2XL,Color,All Colors,,,BUH315-AL-2X,0
silk-satin-thong-bundle,Silk Thong Bundle,Size,XL,Color,All Colors,,,BUH315-AL-XL,0
silk-satin-thong-bundle,Silk Thong Bundle,Size,L,Color,All Colors,,,BUH315-AL-L,0
silk-satin-thong-bundle,Silk Thong Bundle,Size,M,Color,All Colors,,,BUH315-AL-M,0
silk-satin-thong-bundle,Silk Thong Bundle,Size,S,Color,All Colors,,,BUH315-AL-S,0
mens-erotic-fishnet-top,Nitro Fishnet Top,Size,OS,Color,Neon Pink,,,X8278-NP-OS,4
mesh-hoodie,Mesh Hoodie,Size,2XL,Color,Royal Blue,,,H401-RO-2X,0
mesh-hoodie,Mesh Hoodie,Size,2XL,Color,Black,,,H401-BK-2X,0
mesh-hoodie,Mesh Hoodie,Size,XL,Color,Royal Blue,,,H401-RO-XL,0
mesh-hoodie,Mesh Hoodie,Size,XL,Color,Black,,,H401-BK-XL,0
mesh-hoodie,Mesh Hoodie,Size,L,Color,Royal Blue,,,H401-RO-L,0
mesh-hoodie,Mesh Hoodie,Size,L,Color,Black,,,H401-BK-L,0
mesh-hoodie,Mesh Hoodie,Size,M,Color,Royal Blue,,,H401-RO-M,0
mesh-hoodie,Mesh Hoodie,Size,M,Color,Black,,,H401-BK-M,0
mesh-hoodie,Mesh Hoodie,Size,S,Color,Royal Blue,,,H401-RO-S,0
mesh-hoodie,Mesh Hoodie,Size,S,Color,Black,,,H401-BK-S,0
lace-body-stocking,Paisley Lace Leotard,Color,Pink,Size,XL,,,Z543-PK-XL,0
lace-body-stocking,Paisley Lace Leotard,Color,Pink,Size,L,,,Z543-PK-L,0
lace-body-stocking,Paisley Lace Leotard,Color,Pink,Size,M,,,Z543-PK-M,0
lace-body-stocking,Paisley Lace Leotard,Color,Pink,Size,S,,,Z543-PK-S,0
chiffon-and-lace-robe,Chiffon and Lace Robe,Size,OS,Color,Black,,,Z003-BK-OS,0
orchid-tanga,The Orchid Tanga,Size,2XL,Color,Purple,,,Z838-PU-2X,0
orchid-tanga,The Orchid Tanga,Size,XL,Color,Purple,,,Z838-PU-XL,0
orchid-tanga,The Orchid Tanga,Size,L,Color,Purple,,,Z838-PU-L,0
orchid-tanga,The Orchid Tanga,Size,M,Color,Purple,,,Z838-PU-M,0
orchid-tanga,The Orchid Tanga,Size,S,Color,Purple,,,Z838-PU-S,0
alexandria-bra,The Pink and White Bralette,Size,S,Color,White,,,Z681-WT-S,5
alexandria-panty,The Pink and White Panty,Size,S,Color,White,,,Z680-WT-S,0
orchid-nightie-and-tanga-set,Orchid Babydoll and Panty Set,Size,XL,Color,Black,,,Z837-BK-XL,0
orchid-nightie-and-tanga-set,Orchid Babydoll and Panty Set,Size,S,Color,Black,,,Z837-BK-S,0
lace-tights,The Paisley Lace Legging,Size,XL,Color,Pink,,,L661-PK-XL,0
lace-tights,The Paisley Lace Legging,Size,S,Color,Pink,,,L661-PK-S,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,3XL,Color,Psychedelic,,,M209-PY-3X,0
leopard-swim-top,Leopard Swim Tankini Top,Size,2XL,Color,Black,,,Z595-BK-2X,1
leopard-swim-top,Leopard Swim Tankini Top,Size,XL,Color,Black,,,Z595-BK-XL,5
leopard-swim-top,Leopard Swim Tankini Top,Size,L,Color,Black,,,Z595-BK-L,2
leopard-swim-top,Leopard Swim Tankini Top,Size,M,Color,Black,,,Z595-BK-M,3
leopard-swim-top,Leopard Swim Tankini Top,Size,S,Color,Black,,,Z595-BK-S,2
leopard-swim-brief,Leopard Swim Brief,Size,3XL,Color,White,,,M207-WT-3X,0
leopard-swim-brief,Leopard Swim Brief,Size,2XL,Color,White,,,M207-WT-2X,0
leopard-swim-brief,Leopard Swim Brief,Size,XL,Color,White,,,M207-WT-XL,0
leopard-swim-brief,Leopard Swim Brief,Size,L,Color,White,,,M207-WT-L,0
leopard-swim-brief,Leopard Swim Brief,Size,M,Color,White,,,M207-WT-M,0
leopard-swim-brief,Leopard Swim Brief,Size,S,Color,White,,,M207-WT-S,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,2XL,Color,Psychedelic,,,M209-PY-2X,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,XL,Color,Psychedelic,,,M209-PY-XL,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,L,Color,Psychedelic,,,M209-PY-L,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,M,Color,Psychedelic,,,M209-PY-M,0
the-space-grunge-mesh-swim-brief,The Space Grunge Mesh Swim Brief,Size,S,Color,Psychedelic,,,M209-PY-S,0
the-poseidon-panty,The Poseidon Panty,Size,3XL,Color,Aqua,,,K209-AA-3X,0
the-poseidon-panty,The Poseidon Panty,Size,2XL,Color,Aqua,,,K209-AA-2X,0
the-poseidon-panty,The Poseidon Panty,Size,XL,Color,Aqua,,,K209-AA-XL,0
the-poseidon-panty,The Poseidon Panty,Size,L,Color,Aqua,,,K209-AA-L,0
the-poseidon-panty,The Poseidon Panty,Size,M,Color,Aqua,,,K209-AA-M,0
the-poseidon-panty,The Poseidon Panty,Size,S,Color,Aqua,,,K209-AA-S,0
mens-lace-thong,Elixir of Love Lace Thong,Size,2XL,Color,Neon Yellow,,,Z296-NY-2X,0
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,2XL,Bra Size,2XL,BUBP1-RD-2X2X,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,2XL,Bra Size,XL,BUBP1-RD-2XXL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,2XL,Bra Size,L,BUBP1-RD-2XL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,2XL,Bra Size,M,BUBP1-RD-2XM,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,2XL,Bra Size,S,BUBP1-RD-2XS,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,XL,Bra Size,2XL,BUBP1-RD-XL2X,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,XL,Bra Size,XL,BUBP1-RD-XLXL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,XL,Bra Size,L,BUBP1-RD-XLL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,XL,Bra Size,M,BUBP1-RD-XLM,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,XL,Bra Size,S,BUBP1-RD-XLS,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,L,Bra Size,2XL,BUBP1-RD-L2X,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,L,Bra Size,XL,BUBP1-RD-LXL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,L,Bra Size,L,BUBP1-RD-LL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,L,Bra Size,M,BUBP1-RD-LM,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,L,Bra Size,S,BUBP1-RD-LS,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,M,Bra Size,2XL,BUBP1-RD-M2X,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,M,Bra Size,XL,BUBP1-RD-MXL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,M,Bra Size,L,BUBP1-RD-ML,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,M,Bra Size,M,BUBP1-RD-MM,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,M,Bra Size,S,BUBP1-RD-MS,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,S,Bra Size,2XL,BUBP1-RD-S2X,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,S,Bra Size,XL,BUBP1-RD-SXL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,S,Bra Size,L,BUBP1-RD-SL,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,S,Bra Size,M,BUBP1-RD-SM,1
bra-and-panty-bundle,Bra and Panty Bundle,Color,Red,Panty Size,S,Bra Size,S,BUBP1-RD-SS,1
mesh-cut-bodysuit-for-men,Cutaway Mesh Bodysuit,Size,OS,Color,Black,,,BW205-BK-OS,0
mesh-and-baloney-bodysuit,Mesh and Baloney Bodysuit,Size,L/XL,Color,Purple,,,BW200-PU-L/XL,0
mesh-and-baloney-bodysuit,Mesh and Baloney Bodysuit,Size,L/XL,Color,Black,,,BW200-BK-L/XL,0
mesh-and-baloney-bodysuit,Mesh and Baloney Bodysuit,Size,S/M,Color,Purple,,,BW200-PU-S/M,0
mesh-and-baloney-bodysuit,Mesh and Baloney Bodysuit,Size,S/M,Color,Black,,,BW200-BK-S/M,0
toga-tanga,Toga Tanga,Size,L/XL,Color,Orange,,,BW107-OR-L/XL,0
toga-tanga,Toga Tanga,Size,S/M,Color,Orange,,,BW107-OR-S/M,0
sparkle-nude-tanga,Sparkle Nude Tanga,Size,S/M,Color,Nude,,,BW209-ND-S/M,0
hot-damn-lace-thong,Hot Damn Lace Thong,Size,L/XL,Color,Red,,,BW206-RD-L/XL,0
hot-damn-lace-thong,Hot Damn Lace Thong,Size,S/M,Color,Red,,,BW206-RD-S/M,0
cock-lace-string,Soft Lace String,Size,S/M,Color,Blue,,,BW138-S/M,0
pop-of-color-6-pack,Pop of Color 6-Pack,Size,L/XL,Color,PPBGOR,,,BUX621-PPBGOR-XL,0
pop-of-color-6-pack,Pop of Color 6-Pack,Size,S/M,Color,PPBGOR,,,BUX621-PPBGOR-M,1
pop-of-color-bundle,Pop of Color Bundle,Color,ROG,Size,L/XL,,,BUX620-ROG-XL,0
pop-of-color-bundle,Pop of Color Bundle,Color,PBP,Size,L/XL,,,BUX620-PBP-XL,1
pop-of-color-bundle,Pop of Color Bundle,Color,ROG,Size,S/M,,,BUX620-ROG-M,2
pop-of-color-bundle,Pop of Color Bundle,Color,PBP,Size,S/M,,,BUX620-PBP-M,1
kmando-bundle,K'mando Bundle,Size,L,Color,Two Colors,,,BUK1-TC-L,0
kmando-bundle,K'mando Bundle,Size,M,Color,Two Colors,,,BUK1-TC-M,0
the-rayon-bralette,The Rayon Bralette,Color,Lime,Size,2XL,,,Z674-LI-2X,0
the-rayon-bralette,The Rayon Bralette,Color,Lime,Size,XL,,,Z674-LI-XL,0
the-rayon-bralette,The Rayon Bralette,Color,Lime,Size,L,,,Z674-LI-L,0
the-rayon-bralette,The Rayon Bralette,Color,Lime,Size,M,,,Z674-LI-M,0
the-rayon-bralette,The Rayon Bralette,Color,Lime,Size,S,,,Z674-LI-S,5
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,3XL,,,L460-RO-3X,0
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,2XL,,,L460-RO-2X,0
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,XL,,,L460-1RO-XL,0
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,L,,,L460-RO-L,0
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,M,,,L460-RO-M,0
mesh-contour-tights,Mesh Contour Tights,Color,Royal Blue,Size,S,,,L460-RO-S,0
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,3XL,,,L460-BK-3X,0
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,2XL,,,L460-BK-2X,5
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,XL,,,L460-BK-XL,8
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,L,,,L460-BK-L,0
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,M,,,L460-BK-M,0
mesh-contour-tights,Mesh Contour Tights,Color,Black,Size,S,,,L460-BK-S,0
the-fresh-thong,The Fresh Thong,Color,Purple,Size,2XL,,,M116-PU-2X,0
the-fresh-thong,The Fresh Thong,Color,Purple,Size,XL,,,M116-PU-XL,0
the-fresh-thong,The Fresh Thong,Color,Purple,Size,L,,,M116-PU-L,0
the-fresh-thong,The Fresh Thong,Color,Purple,Size,M,,,M116-PU-M,0
the-fresh-thong,The Fresh Thong,Color,Purple,Size,S,,,M116-PU-S,0
silver-surfer-cock-brief,Silver Surfer Cock Brief,Color,Purple,Size,2XL,,,M115-PU-2X,0
silver-surfer-cock-brief,Silver Surfer Cock Brief,Color,Purple,Size,XL,,,M115-PU-XL,0
silver-surfer-cock-brief,Silver Surfer Cock Brief,Color,Purple,Size,L,,,M115-PU-L,0
silver-surfer-cock-brief,Silver Surfer Cock Brief,Color,Purple,Size,M,,,M115-PU-M,0
silver-surfer-cock-brief,Silver Surfer Cock Brief,Color,Purple,Size,S,,,M115-PU-S,0
dragster-shorts,Dragster Shorts,Size,3XL,Color,Black,,,L127-BK-3X,4
dragster-shorts,Dragster Shorts,Size,2XL,Color,Black,,,L127-BK-2X,8
well-endowed-string,Well-Endowed String,Size,2XL,Color,Purple,,,TX321-PU-2X,0
well-endowed-string,Well-Endowed String,Size,XL,Color,Purple,,,TX321-PU-XL,0
well-endowed-string,Well-Endowed String,Size,L,Color,Purple,,,TX321-PU-L,0
well-endowed-string,Well-Endowed String,Size,M,Color,Purple,,,TX321-PU-M,0
well-endowed-string,Well-Endowed String,Size,S,Color,Purple,,,TX321-PU-S,0
well-endowed-string,Well-Endowed String,Size,2XL,Color,Black,,,TX321-BK-2X,0
mesh-jock-brief,Mesh Jock Brief,Color,Black,Size,2XL,,,H402-BK-2X,0
mesh-jock-brief,Mesh Jock Brief,Color,Black,Size,XL,,,H402-BK-XL,0
mesh-jock-brief,Mesh Jock Brief,Color,Black,Size,L,,,H402-BK-L,0
mesh-jock-brief,Mesh Jock Brief,Color,Black,Size,M,,,H402-BK-M,0
mesh-jock-brief,Mesh Jock Brief,Color,Black,Size,S,,,H402-BK-S,0
mesh-jock-brief,Mesh Jock Brief,Color,Turquoise,Size,2XL,,,H402-TQ-2X,0
mesh-jock-brief,Mesh Jock Brief,Color,Turquoise,Size,XL,,,H402-TQ-XL,0
mesh-jock-brief,Mesh Jock Brief,Color,Turquoise,Size,L,,,H402-TQ-L,0
mesh-jock-brief,Mesh Jock Brief,Color,Turquoise,Size,M,,,H402-TQ-M,0
mesh-jock-brief,Mesh Jock Brief,Color,Turquoise,Size,S,,,H402-TQ-S,0
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,M,,,Z703-BK-M,41
the-satin-tricot-brief,The Satin Tricot Brief,Color,Black,Size,S,,,Z703-BK-S,3
stripe-bodysuit,Black Stripe Zip Bodysuit,Size,XL,Color,Stripe,,,Q049-ND-XL,7
stripe-bodysuit,Black Stripe Zip Bodysuit,Size,L,Color,Stripe,,,Q049-ND-L,3
stripe-bodysuit,Black Stripe Zip Bodysuit,Size,M,Color,Stripe,,,Q049-ND-M,1
the-rayon-bralette,The Rayon Bralette,Color,Mint,Size,2XL,,,Z674-MT-2X,0
the-rayon-bralette,The Rayon Bralette,Color,Mint,Size,XL,,,Z674-MT-XL,9
the-rayon-bralette,The Rayon Bralette,Color,Mint,Size,L,,,Z674-MT-L,9
the-rayon-bralette,The Rayon Bralette,Color,Mint,Size,M,,,Z674-MT-M,9
the-rayon-bralette,The Rayon Bralette,Color,Mint,Size,S,,,Z674-MT-S,1
sculpted-tank-swimsuit,Sculpted Tank Swimsuit,Size,XL,Color,Black,,,Z593-BK-XL,8
sculpted-tank-swimsuit,Sculpted Tank Swimsuit,Size,L,Color,Black,,,Z593-BK-L,5
sculpted-tank-swimsuit,Sculpted Tank Swimsuit,Size,M,Color,Black,,,Z593-BK-M,3
sculpted-tank-swimsuit,Sculpted Tank Swimsuit,Size,S,Color,Black,,,Z593-BK-S,4
the-rayon-bralette,The Rayon Bralette,Color,Red,Size,2XL,,,Z674-RD-2X,0
the-rayon-bralette,The Rayon Bralette,Color,Red,Size,XL,,,Z674-RD-XL,0
the-rayon-bralette,The Rayon Bralette,Color,Red,Size,L,,,Z674-RD-L,0
the-rayon-bralette,The Rayon Bralette,Color,Red,Size,M,,,Z674-RD-M,8
the-rayon-bralette,The Rayon Bralette,Color,Red,Size,S,,,Z674-RD-S,4
polka-dot-panty,Dot and Lace Panty,Size,3XL,Color,Navy,,,Z320-NV-3X,0
seductive-satin-thong,Seductive Satin Thong,Size,2XL,Color,Sky Blue,,,K207-SB-2X,0
seductive-satin-thong,Seductive Satin Thong,Size,XL,Color,Sky Blue,,,K207-SB-XL,0
seductive-satin-thong,Seductive Satin Thong,Size,L,Color,Sky Blue,,,K207-SB-L,0
seductive-satin-thong,Seductive Satin Thong,Size,M,Color,Sky Blue,,,K207-SB-M,0
seductive-satin-thong,Seductive Satin Thong,Size,S,Color,Sky Blue,,,K207-SB-S,0
seductive-satin-thong,Seductive Satin Thong,Size,2XL,Color,Chocolate,,,K207-CC-2X,0
seductive-satin-thong,Seductive Satin Thong,Size,XL,Color,Chocolate,,,K207-CC-XL,0
seductive-satin-thong,Seductive Satin Thong,Size,L,Color,Chocolate,,,K207-CC-L,0
seductive-satin-thong,Seductive Satin Thong,Size,M,Color,Chocolate,,,K207-CC-M,0
seductive-satin-thong,Seductive Satin Thong,Size,S,Color,Chocolate,,,K207-CC-S,0
the-rayon-bralette,The Rayon Bralette,Color,Royal Blue,Size,2XL,,,Z674-RO-2X,0
the-rayon-bralette,The Rayon Bralette,Color,Royal Blue,Size,XL,,,Z674-RO-XL,0
the-rayon-bralette,The Rayon Bralette,Color,Royal Blue,Size,L,,,Z674-RO-L,0
the-rayon-bralette,The Rayon Bralette,Color,Royal Blue,Size,M,,,Z674-RO-M,0
the-rayon-bralette,The Rayon Bralette,Color,Royal Blue,Size,S,,,Z674-RO-S,1
mens-polka-dot-camisole,Dot and Lace Camisole,Size,2XL,Color,Navy,,,Z322-NV-2X,0
mens-polka-dot-camisole,Dot and Lace Camisole,Size,XL,Color,Navy,,,Z322-NV-XL,0
mens-polka-dot-camisole,Dot and Lace Camisole,Size,L,Color,Navy,,,Z322-NV-L,0
mens-polka-dot-camisole,Dot and Lace Camisole,Size,M,Color,Navy,,,Z322-NV-M,2
mens-polka-dot-camisole,Dot and Lace Camisole,Size,S,Color,Navy,,,Z322-NV-S,0
polka-dot-panty,Dot and Lace Panty,Size,2XL,Color,Navy,,,Z320-NV-2X,3
polka-dot-panty,Dot and Lace Panty,Size,XL,Color,Navy,,,Z320-NV-XL,0
polka-dot-panty,Dot and Lace Panty,Size,L,Color,Navy,,,Z320-NV-L,0
polka-dot-panty,Dot and Lace Panty,Size,M,Color,Navy,,,Z320-NV-M,0
polka-dot-panty,Dot and Lace Panty,Size,S,Color,Navy,,,Z320-NV-S,1
polka-dot-sleep-short,Dot and Lace Tap Short,Size,2XL,Color,Navy,,,Z323-NV-2X,9
polka-dot-sleep-short,Dot and Lace Tap Short,Size,XL,Color,Navy,,,Z323-NV-XL,5
polka-dot-sleep-short,Dot and Lace Tap Short,Size,L,Color,Navy,,,Z323-NV-L,5
polka-dot-sleep-short,Dot and Lace Tap Short,Size,M,Color,Navy,,,Z323-NV-M,6
polka-dot-sleep-short,Dot and Lace Tap Short,Size,S,Color,Navy,,,Z323-NV-S,9
mens-fishnet-tights,Fishnet Tights,Color,Red,Size,L,,,X900-RD-L,7
mens-fishnet-tights,Fishnet Tights,Color,White,Size,L,,,X900-WT-L,6
mens-fishnet-tights,Fishnet Tights,Color,Black,Size,L,,,X900-BK-L,6
mens-fishnet-tights,Fishnet Tights,Color,Red,Size,M,,,X900-RD-M,9
mens-fishnet-tights,Fishnet Tights,Color,White,Size,M,,,X900-WT-M,8
mens-fishnet-tights,Fishnet Tights,Color,Black,Size,M,,,X900-BK-M,7
mens-satin-tank-top,The Smooth Satin Tank,Color,Pink,Size,XL,,,T246-PK-XL,0
mens-satin-tank-top,The Smooth Satin Tank,Color,Pink,Size,L,,,T246-PK-L,0
mens-satin-tank-top,The Smooth Satin Tank,Color,Pink,Size,M,,,T246-PK-M,2
mens-satin-tank-top,The Smooth Satin Tank,Color,Black,Size,XL,,,T246-BK-XL,0
mens-satin-tank-top,The Smooth Satin Tank,Color,Black,Size,L,,,T246-BK-L,0
mens-satin-tank-top,The Smooth Satin Tank,Color,Black,Size,M,,,T246-BK-M,0
the-tlc-panty-pack,The TLC Panty Pack,Size,2XL,Color,Dark Night,,,BUH300-DK-2X,0
the-tlc-panty-pack,The TLC Panty Pack,Size,XL,Color,Dark Night,,,BUH300-DK-XL,0
the-tlc-panty-pack,The TLC Panty Pack,Size,L,Color,Dark Night,,,BUH300-DK-L,0
the-tlc-panty-pack,The TLC Panty Pack,Size,M,Color,Dark Night,,,BUH300-DK-M,0
the-tlc-panty-pack,The TLC Panty Pack,Size,S,Color,Dark Night,,,BUH300-DK-S,1
the-tlc-panty-pack,The TLC Panty Pack,Size,2XL,Color,Patriot,,,BUH300-PI-2X,2
the-tlc-panty-pack,The TLC Panty Pack,Size,XL,Color,Patriot,,,BUH300-PI-XL,0
the-tlc-panty-pack,The TLC Panty Pack,Size,L,Color,Patriot,,,BUH300-PI-L,0
the-tlc-panty-pack,The TLC Panty Pack,Size,M,Color,Patriot,,,BUH300-PI-M,7
the-tlc-panty-pack,The TLC Panty Pack,Size,S,Color,Patriot,,,BUH300-PI-S,5
cute-knitted-brief,I Heart You Knitted Panty,Size,L,Color,Fuchsia,,,K212-FU-L,0
cute-knitted-brief,I Heart You Knitted Panty,Size,L,Color,Blue,,,K212-BL-L,0
cute-knitted-brief,I Heart You Knitted Panty,Size,M,Color,Fuchsia,,,K212-FU-M,0
cute-knitted-brief,I Heart You Knitted Panty,Size,M,Color,Blue,,,K212-BL-M,0
cute-knitted-brief,I Heart You Knitted Panty,Size,S,Color,Fuchsia,,,K212-FU-S,0
cute-knitted-brief,I Heart You Knitted Panty,Size,S,Color,Blue,,,K212-BL-S,0
ruffle-top-thigh-highs,Ruffle Top Thigh Highs,Color,White,Size,M,,,X655-WT-M,0
high-waist-girdle-butt-lifter,Perk It Up Butt Lifter,Size,L/XL,,,,,X1654-BK-L,0
high-waist-girdle-butt-lifter,Perk It Up Butt Lifter,Size,M/L,,,,,X1654-BK-S,0
weekend-brief-bundle,Weekend Panty Bundle,Size,2XL,Color,Weekend,,,BUD308-DW-2X,2
weekend-brief-bundle,Weekend Panty Bundle,Size,XL,Color,Weekend,,,BUD308-DW-XL,0
weekend-brief-bundle,Weekend Panty Bundle,Size,L,Color,Weekend,,,BUD308-DW-L,0
weekend-brief-bundle,Weekend Panty Bundle,Size,M,Color,Weekend,,,BUD308-DW-M,0
days-of-the-week-bundle,Days of the Week Panty Bundle,Size,2XL,Color,Weekday,,,BUD300-DW-2X,0
days-of-the-week-bundle,Days of the Week Panty Bundle,Size,M,Color,Weekday,,,BUD300-DW-M,0
days-of-the-week-bundle,Days of the Week Panty Bundle,Size,S,Color,Weekday,,,BUD300-DW-S,0
the-tanga-panty-pack,The Tanga Panty Pack,Size,2XL,Color,Patriot,,,BUB319-PI-2X,0
the-tanga-panty-pack,The Tanga Panty Pack,Size,XL,Color,Patriot,,,BUB319-PI-XL,0
the-tanga-panty-pack,The Tanga Panty Pack,Size,L,Color,Patriot,,,BUB319-PI-L,0
the-tanga-panty-pack,The Tanga Panty Pack,Size,M,Color,Patriot,,,BUB319-PI-M,0
the-tanga-panty-pack,The Tanga Panty Pack,Size,S,Color,Patriot,,,BUB319-PI-S,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Black,Size,3XL,,,R144-BK-3X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Grey,Size,3XL,,,R144-GY-3X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,Blue,Size,3XL,,,R144-BL-3X,0
soft-rayon-tank-1,Soft Rayon Tank,Color,White,Size,3XL,,,R144-WT-3X,2
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Blue,Size,3XL,,,R150-BL-3X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Black,Size,3XL,,,R150-BK-3X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Heather Grey,Size,3XL,,,R150-HE-3X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,Hot Pink,Size,3XL,,,R150-HP-3X,0
soft-rayon-cheeky-brief,Soft Rayon Cheeky Brief,Color,White,Size,3XL,,,R150-WT-3X,0
