Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,USA
the-tactel-tanga,The Tactel Tanga,Color,Purple,Size,2XL,,,B319-PU-2X,0
the-tactel-tanga,The Tactel Tanga,Color,Purple,Size,XL,,,B319-PU-XL,0
the-tactel-tanga,The Tactel Tanga,Color,Purple,Size,L,,,B319-PU-L,0
the-tactel-tanga,The Tactel Tanga,Color,Purple,Size,M,,,B319-PU-M,0
the-tactel-tanga,The Tactel Tanga,Color,Purple,Size,S,,,B319-PU-S,0
the-tactel-tanga,The Tactel Tanga,Color,Red,Size,M,,,B319-RD-M,0
the-tactel-tanga,The Tactel Tanga,Color,Red,Size,S,,,B319-RD-S,0
the-tactel-tanga,The Tactel Tanga,Color,Red,Size,2XL,,,B319-RD-2X,0
the-tactel-tanga,The Tactel Tanga,Color,Red,Size,XL,,,B319-RD-XL,0
the-tactel-tanga,The Tactel Tanga,Color,Red,Size,L,,,B319-RD-L,0
the-tactel-tanga,The Tactel Tanga,Color,Mint,Size,2XL,,,B319-MT-2X,0
the-tactel-tanga,The Tactel Tanga,Color,Mint,Size,XL,,,B319-MT-XL,0
the-tactel-tanga,The Tactel Tanga,Color,Mint,Size,L,,,B319-MT-L,0
the-tactel-tanga,The Tactel Tanga,Color,Mint,Size,M,,,B319-MT-M,0
the-tactel-tanga,The Tactel Tanga,Color,Mint,Size,S,,,B319-MT-S,0
rare-earth-brief,Rare Earth Brief,Color,Red,Size,2XL,,,C133-RD-2X,3
rare-earth-brief,Rare Earth Brief,Color,Red,Size,XL,,,C133-RD-XL,6
rare-earth-brief,Rare Earth Brief,Color,Red,Size,L,,,C133-RD-L,0
rare-earth-brief,Rare Earth Brief,Color,Red,Size,M,,,C133-RD-M,0
rare-earth-brief,Rare Earth Brief,Color,Red,Size,S,,,C133-RD-S,0
rare-earth-brief,Rare Earth Brief,Color,Silver,Size,2XL,,,C133-SI-2X,1
rare-earth-brief,Rare Earth Brief,Color,Silver,Size,XL,,,C133-SI-XL,9
rare-earth-brief,Rare Earth Brief,Color,Silver,Size,L,,,C133-SI-L,0
rare-earth-brief,Rare Earth Brief,Color,Silver,Size,M,,,C133-SI-M,2
rare-earth-brief,Rare Earth Brief,Color,Silver,Size,S,,,C133-SI-S,0
rare-earth-brief,Rare Earth Brief,Color,Blue,Size,2XL,,,C133-BL-2X,0
rare-earth-brief,Rare Earth Brief,Color,Blue,Size,XL,,,C133-BL-XL,10
rare-earth-brief,Rare Earth Brief,Color,Blue,Size,L,,,C133-BL-L,0
rare-earth-brief,Rare Earth Brief,Color,Blue,Size,M,,,C133-BL-M,0
rare-earth-brief,Rare Earth Brief,Color,Blue,Size,S,,,C133-BL-S,0
kick-your-feet-up-socks,Kick Your Feet Up Socks,Size,OS,Color,Black,,,X5599-BK-OS,5
kick-your-feet-up-socks,Kick Your Feet Up Socks,Size,OS,Color,Red,,,X5599-RD-OS,0
the-tactel-tanga,The Tactel Tanga,Color,Royal Blue,Size,2XL,,,B319-RO-2X,0
the-tactel-tanga,The Tactel Tanga,Color,Royal Blue,Size,XL,,,B319-RO-XL,0
the-tactel-tanga,The Tactel Tanga,Color,Royal Blue,Size,L,,,B319-RO-L,0
the-tactel-tanga,The Tactel Tanga,Color,Royal Blue,Size,M,,,B319-RO-M,0
the-tactel-tanga,The Tactel Tanga,Color,Royal Blue,Size,S,,,B319-RO-S,0
the-tlc-brief,The TLC Brief,Color,White,Size,XL,,,H300-WT-XL,0
the-tlc-brief,The TLC Brief,Color,White,Size,M,,,H300-WT-M,0
the-tlc-brief,The TLC Brief,Color,White,Size,S,,,H300-WT-S,0
the-tlc-brief,The TLC Brief,Color,Mint,Size,XL,,,H300-MT-XL,0
the-tlc-brief,The TLC Brief,Color,Mint,Size,M,,,H300-MT-M,0
the-tlc-brief,The TLC Brief,Color,Mint,Size,S,,,H300-MT-S,0
gogo-boots,Gogo Boots,Size,14,Color,Red,,,ZP300-RD-14,0
gogo-boots,Gogo Boots,Size,13,Color,Red,,,ZP300-RD-13,0
gogo-boots,Gogo Boots,Size,12,Color,Red,,,ZP300-RD-12,0
gogo-boots,Gogo Boots,Size,11,Color,Red,,,ZP300-RD-11,1
gogo-boots,Gogo Boots,Size,10,Color,Red,,,ZP300-RD-10,0
gogo-boots,Gogo Boots,Size,9,Color,Red,,,ZP300-RD-9,1
the-tlc-brief,The TLC Brief,Color,Amethyst,Size,XL,,,H300-AM-XL,0
the-tlc-brief,The TLC Brief,Color,Amethyst,Size,M,,,H300-AM-M,0
the-tlc-brief,The TLC Brief,Color,Amethyst,Size,S,,,H300-AM-S,0
the-tlc-brief,The TLC Brief,Color,Purple,Size,XL,,,H300-PU-XL,0
the-tlc-brief,The TLC Brief,Color,Purple,Size,M,,,H300-PU-M,0
the-tlc-brief,The TLC Brief,Color,Purple,Size,S,,,H300-PU-S,0
the-tlc-brief,The TLC Brief,Color,Denim,Size,XL,,,H300-DE-XL,0
the-tlc-brief,The TLC Brief,Color,Denim,Size,M,,,H300-DE-M,0
the-tlc-brief,The TLC Brief,Color,Denim,Size,S,,,H300-DE-S,0
the-tlc-brief,The TLC Brief,Color,Grey,Size,XL,,,H300-GY-XL,0
the-tlc-brief,The TLC Brief,Color,Grey,Size,M,,,H300-GY-M,0
the-tlc-brief,The TLC Brief,Color,Grey,Size,S,,,H300-GY-S,0
the-tlc-brief,The TLC Brief,Color,Black,Size,XL,,,H300-BK-XL,0
the-tlc-brief,The TLC Brief,Color,Black,Size,M,,,H300-BK-M,0
the-tlc-brief,The TLC Brief,Color,Black,Size,S,,,H300-BK-S,0
the-screen-door-booty-short,The Screen Door Booty Short,Size,2XL,Color,Red,,,C115-RD-2X,0
the-screen-door-booty-short,The Screen Door Booty Short,Size,XL,Color,Red,,,C115-RD-XL,0
the-screen-door-booty-short,The Screen Door Booty Short,Size,L,Color,Red,,,C115-RD-L,0
the-screen-door-booty-short,The Screen Door Booty Short,Size,M,Color,Red,,,C115-RD-M,0
the-screen-door-booty-short,The Screen Door Booty Short,Size,S,Color,Red,,,C115-RD-S,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Yellow,Size,2XL,,,Q040-YL-2X,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Yellow,Size,XL,,,Q040-YL-XL,4
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Yellow,Size,L,,,Q040-YL-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Yellow,Size,M,,,Q040-YL-M,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Yellow,Size,S,,,Q040-YL-S,0
cherry-picking-bra,Cherry Picking Bra,Size,S,Color,Pink,,,Z748-PK-S,11
european-tricot-brief,European Tricot Brief,Color,Pink,Size,2XL,,,Z704-PK-2X,0
european-tricot-brief,European Tricot Brief,Color,Pink,Size,XL,,,Z704-PK-XL,0
european-tricot-brief,European Tricot Brief,Color,Pink,Size,L,,,Z704-PK-L,0
european-tricot-brief,European Tricot Brief,Color,White,Size,2XL,,,Z704-WT-2X,3
european-tricot-brief,European Tricot Brief,Color,White,Size,XL,,,Z704-WT-XL,1
european-tricot-brief,European Tricot Brief,Color,White,Size,L,,,Z704-WT-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Red,Size,2XL,,,Q040-RD-2X,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Red,Size,XL,,,Q040-RD-XL,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Red,Size,L,,,Q040-RD-L,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Red,Size,M,,,Q040-RD-M,0
mens-smooth-thong-bodysuit,Smooth Thong Bodysuit,Color,Red,Size,S,,,Q040-RD-S,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,2XL,Color,Nude,,,P291-ND-2X,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,2XL,Color,Red,,,P291-RD-2X,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,2XL,Color,Black,,,P291-BK-2X,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,XL,Color,Nude,,,P291-ND-XL,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,XL,Color,Red,,,P291-RD-XL,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,XL,Color,Black,,,P291-BK-XL,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,L,Color,Nude,,,P291-ND-L,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,L,Color,Red,,,P291-RD-L,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,L,Color,Black,,,P291-BK-L,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,M,Color,Nude,,,P291-ND-M,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,M,Color,Red,,,P291-RD-M,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,M,Color,Black,,,P291-BK-M,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,S,Color,Nude,,,P291-ND-S,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,S,Color,Red,,,P291-RD-S,0
the-sexy-satin-and-lace-panty,The Sexy Satin and Lace Panty,Size,S,Color,Black,,,P291-BK-S,0
vintage-nylon-lounge-pant,Vintage Nylon Lounge Pant,Size,M,Color,Pink,,,L159-PK-M,0
vintage-nylon-lounge-pant,Vintage Nylon Lounge Pant,Size,2XL,Color,Red,,,L159-RD-2X,0
vintage-nylon-lounge-pant,Vintage Nylon Lounge Pant,Size,M,Color,Red,,,L159-RD-M,1
vintage-nylon-lounge-pant,Vintage Nylon Lounge Pant,Size,S,Color,Red,,,L159-RD-S,0
disco-ball-cheeky-brief,Disco Ball Cheeky Brief,Color,Silver,Size,XL,,,Z194-SI-XL,0
the-magical-tanga,The Magical Tanga,Size,M,Color,Rainbow,,,H002-RB-M,0
the-magical-tanga,The Magical Tanga,Size,S,Color,Rainbow,,,H002-RB-S,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,S,Color,Red,,,V364-RD-S,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,XL,Color,Black,,,V364-BK-XL,1
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,M,Color,Black,,,V364-BK-M,0
mens-floral-print-thong,Venus Flytrap Swing Thong,Size,2XL,Color,Gardenvilla,,,T173-GV-2X,0
mens-floral-print-thong,Venus Flytrap Swing Thong,Size,L,Color,Gardenvilla,,,T173-GV-L,0
mens-floral-print-thong,Venus Flytrap Swing Thong,Size,M,Color,Gardenvilla,,,T173-GV-M,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,XL,Color,Red,,,V364-RD-XL,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,M,Color,Red,,,V364-RD-M,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,S,Color,Black,,,V364-BK-S,0
mens-pretty-princess-dress,Little Miss Muffet Tea Dress,Color,Blue,Size,2XL,,,W104-BL-2X,7
mens-pretty-princess-dress,Little Miss Muffet Tea Dress,Color,Blue,Size,XL,,,W104-BL-XL,7
mens-pretty-princess-dress,Little Miss Muffet Tea Dress,Color,Blue,Size,L,,,W104-BL-L,1
mens-pretty-princess-dress,Little Miss Muffet Tea Dress,Color,Blue,Size,M,,,W104-BL-M,5
mens-pretty-princess-dress,Little Miss Muffet Tea Dress,Color,Blue,Size,S,,,W104-BL-S,0
french-fleece-shorts,French Fleece Shorts,Color,Black,Size,2X,,,S104-BK-2X,1
french-fleece-shorts,French Fleece Shorts,Color,Black,Size,XL,,,S104-BK-XL,0
french-fleece-shorts,French Fleece Shorts,Color,Black,Size,L,,,S104-BK-L,0
french-fleece-shorts,French Fleece Shorts,Color,Black,Size,M,,,S104-BK-M,0
french-fleece-shorts,French Fleece Shorts,Color,Black,Size,S,,,S104-BK-S,0
smooth-satin-robe,Smooth Satin Robe,Size,L/XL,Color,Red,,,Z002-RD-L/X,2
smooth-satin-robe,Smooth Satin Robe,Size,S/M,Color,Red,,,Z002-RD-S/M,2
rib-keyhole-panty,Rib Keyhole Panty,Color,Olive,Size,XL,,,R310-OL-XL,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Lime,Size,2XL,,,F131-LI-2X,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Lime,Size,XL,,,F131-LI-XL,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Lime,Size,L,,,F131-LI-L,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Lime,Size,M,,,F131-LI-M,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Lime,Size,S,,,F131-LI-S,1
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Gold,Size,2XL,,,F131-GD-2X,2
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Gold,Size,XL,,,F131-GD-XL,12
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Gold,Size,L,,,F131-GD-L,16
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Gold,Size,M,,,F131-GD-M,48
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Gold,Size,S,,,F131-GD-S,22
mens-ribbed-cami-bodysuit,Ribbed Cami Bodysuit,Size,XL,Color,Burgundy,,,R312-BU-XL,0
mens-ribbed-cami-bodysuit,Ribbed Cami Bodysuit,Size,M,Color,Burgundy,,,R312-BU-M,0
mens-ribbed-cami-bodysuit,Ribbed Cami Bodysuit,Size,XL,Color,Olive,,,R312-OL-XL,0
mens-ribbed-cami-bodysuit,Ribbed Cami Bodysuit,Size,M,Color,Olive,,,R312-OL-M,0
disco-ball-bralette,Disco Ball Bralette,Size,S,Color,Silver,,,Z197-SI-S,0
holiday-kitten-ears,Holiday Kitten Ears,Size,OS,Color,Red,,,X250-RD-OS,1
disco-ball-thong,Disco Ball Thong,Color,Turquoise,Size,2XL,,,Z196-TQ-2X,0
disco-ball-thong,Disco Ball Thong,Color,Turquoise,Size,XL,,,Z196-TQ-XL,0
disco-ball-thong,Disco Ball Thong,Color,Turquoise,Size,L,,,Z196-TQ-L,0
disco-ball-thong,Disco Ball Thong,Color,Turquoise,Size,M,,,Z196-TQ-M,0
disco-ball-thong,Disco Ball Thong,Color,Turquoise,Size,S,,,Z196-TQ-S,1
disco-ball-thong,Disco Ball Thong,Color,Silver,Size,2XL,,,Z196-SI-2X,0
disco-ball-thong,Disco Ball Thong,Color,Silver,Size,XL,,,Z196-SI-XL,0
disco-ball-thong,Disco Ball Thong,Color,Silver,Size,L,,,Z196-SI-L,0
disco-ball-thong,Disco Ball Thong,Color,Silver,Size,M,,,Z196-SI-M,0
disco-ball-thong,Disco Ball Thong,Color,Silver,Size,S,,,Z196-SI-S,0
disco-ball-brief,Disco Ball Panty,Color,Turquoise,Size,XL,,,Z195-TQ-XL,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Grey,Size,2XL,,,V366-GY-2X,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Grey,Size,XL,,,V366-GY-XL,4
velvet-booty-boxer,Velvet Booty Boxer,Color,Grey,Size,L,,,V366-GY-L,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Grey,Size,M,,,V366-GY-M,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Grey,Size,S,,,V366-GY-S,1
knitted-snowman-brief,Snowman Knitted Brief,Size,L,Color,Blue,,,K213-BL-L,0
knitted-snowman-brief,Snowman Knitted Brief,Size,M,Color,Blue,,,K213-BL-M,0
cutie-pie-bloomers,Cutie Pie Bloomers,Size,2XL,Color,Pink,,,Z105-PK-2X,0
cutie-pie-bloomers,Cutie Pie Bloomers,Size,XL,Color,Pink,,,Z105-PK-XL,0
cutie-pie-bloomers,Cutie Pie Bloomers,Size,L,Color,Pink,,,Z105-PK-L,0
cutie-pie-bloomers,Cutie Pie Bloomers,Size,M,Color,Pink,,,Z105-PK-M,0
cutie-pie-bloomers,Cutie Pie Bloomers,Size,S,Color,Pink,,,Z105-PK-S,0
neoprene-bulge-brief,Neoprene Bulge Brief,Size,2XL,Color,Black,,,C212-BK-2X,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,3XL,,,R311-BU-3X,5
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,3XL,,,R311-OL-3X,4
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,2XL,,,R311-BU-2X,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,XL,,,R311-BU-XL,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,L,,,R311-BU-L,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,M,,,R311-BU-M,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Burgundy,Size,S,,,R311-BU-S,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,2XL,,,R311-OL-2X,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,XL,,,R311-OL-XL,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,L,,,R311-OL-L,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,M,,,R311-OL-M,0
wide-ribbed-brief,Wide Ribbed Brief,Color,Olive,Size,S,,,R311-OL-S,0
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Pink,Size,2XL,,,F131-PK-2X,9
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Pink,Size,XL,,,F131-PK-XL,8
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Pink,Size,L,,,F131-PK-L,19
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Pink,Size,M,,,F131-PK-M,21
sheer-glistenette-brief,Sheer Glistenette Brief,Color,Pink,Size,S,,,F131-PK-S,12
knitted-reindeer-brief,Reindeer Games Knitted Brief,Size,L,Color,Blue,,,K214-BL-L,0
knitted-reindeer-brief,Reindeer Games Knitted Brief,Size,M,Color,Blue,,,K214-BL-M,0
knitted-reindeer-brief,Reindeer Games Knitted Brief,Size,S,Color,Blue,,,K214-BL-S,0
knitted-snowman-brief,Snowman Knitted Brief,Size,L,Color,Red,,,K213-RD-L,0
knitted-snowman-brief,Snowman Knitted Brief,Size,M,Color,Red,,,K213-RD-M,0
the-cuddle-up-brief,The Cuddle Up Brief,Size,XL,Color,Brown,,,F261-BR-XL,3
the-cuddle-up-brief,The Cuddle Up Brief,Size,L,Color,Brown,,,F261-BR-L,0
the-cuddle-up-brief,The Cuddle Up Brief,Size,M,Color,Brown,,,F261-BR-M,0
the-cuddle-up-brief,The Cuddle Up Brief,Size,S,Color,Brown,,,F261-BR-S,0
the-cuddle-up-thong,The Cuddle Up Thong,Size,2XL,Color,Red,,,F263-RD-2X,0
the-cuddle-up-thong,The Cuddle Up Thong,Size,XL,Color,Red,,,F263-RD-XL,0
the-cuddle-up-thong,The Cuddle Up Thong,Size,L,Color,Red,,,F263-RD-L,0
the-cuddle-up-thong,The Cuddle Up Thong,Size,M,Color,Red,,,F263-RD-M,0
the-cuddle-up-thong,The Cuddle Up Thong,Size,S,Color,Red,,,F263-RD-S,0
the-cuddle-up-booty-boxer-brief,The Cuddle Up Booty Boxer,Size,2XL,Color,Red,,,F262-RD-2X,0
the-cuddle-up-booty-boxer-brief,The Cuddle Up Booty Boxer,Size,XL,Color,Red,,,F262-RD-XL,0
the-cuddle-up-booty-boxer-brief,The Cuddle Up Booty Boxer,Size,L,Color,Red,,,F262-RD-L,0
the-cuddle-up-booty-boxer-brief,The Cuddle Up Booty Boxer,Size,M,Color,Red,,,F262-RD-M,0
the-cuddle-up-booty-boxer-brief,The Cuddle Up Booty Boxer,Size,S,Color,Red,,,F262-RD-S,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Brown,Size,2XL,,,F260-BR-2X,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Brown,Size,XL,,,F260-BR-XL,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Brown,Size,L,,,F260-BR-L,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Brown,Size,M,,,F260-BR-M,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Brown,Size,S,,,F260-BR-S,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Red,Size,2XL,,,F260-RD-2X,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Red,Size,XL,,,F260-RD-XL,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Red,Size,L,,,F260-RD-L,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Red,Size,M,,,F260-RD-M,0
the-cuddle-up-boxer,The Cuddle Up Boxer,Color,Red,Size,S,,,F260-RD-S,0
womens-black-rose-panty,Nude Rose Panty for Her,Size,XL,Color,Black,,,Z953-BK-XL,3
womens-black-rose-panty,Nude Rose Panty for Her,Size,L,Color,Black,,,Z953-BK-L,3
womens-black-rose-panty,Nude Rose Panty for Her,Size,S,Color,Black,,,Z953-BK-S,6
womens-black-rose-panty,Nude Rose Panty for Her,Size,XS,Color,Black,,,Z953-BK-XS,4
womens-black-rose-bra,Nude Rose Bralette for Her,Size,XL,Color,Black,,,Z954-BK-XL,4
womens-black-rose-bra,Nude Rose Bralette for Her,Size,L,Color,Black,,,Z954-BK-L,5
womens-black-rose-bra,Nude Rose Bralette for Her,Size,M,Color,Black,,,Z954-BK-M,6
womens-black-rose-bra,Nude Rose Bralette for Her,Size,S,Color,Black,,,Z954-BK-S,6
womens-black-rose-bra,Nude Rose Bralette for Her,Size,XS,Color,Black,,,Z954-BK-XS,4
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,XL,Color,White,,,V364-WT-XL,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,M,Color,White,,,V364-WT-M,1
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,S,Color,White,,,V364-WT-S,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,XL,Color,Blue,,,V364-BL-XL,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,M,Color,Blue,,,V364-BL-M,0
velvet-contour-bodysuit,Velvet Contour Bodysuit,Size,S,Color,Blue,,,V364-BL-S,0
velvet-contour-brief,Velvet Contour Brief,Color,Blue,Size,XL,,,V367-BL-XL,0
velvet-contour-brief,Velvet Contour Brief,Color,Blue,Size,L,,,V367-BL-L,0
velvet-contour-brief,Velvet Contour Brief,Color,Blue,Size,M,,,V367-BL-M,0
velvet-contour-brief,Velvet Contour Brief,Color,Blue,Size,S,,,V367-BL-S,0
velvet-contour-brief,Velvet Contour Brief,Color,Red,Size,XL,,,V367-RD-XL,0
velvet-contour-brief,Velvet Contour Brief,Color,Red,Size,L,,,V367-RD-L,0
velvet-contour-brief,Velvet Contour Brief,Color,Red,Size,M,,,V367-RD-M,0
velvet-contour-brief,Velvet Contour Brief,Color,Red,Size,S,,,V367-RD-S,0
velvet-contour-brief,Velvet Contour Brief,Color,Grey,Size,XL,,,V367-GY-XL,4
velvet-contour-brief,Velvet Contour Brief,Color,Grey,Size,L,,,V367-GY-L,0
velvet-contour-brief,Velvet Contour Brief,Color,Grey,Size,M,,,V367-GY-M,0
velvet-contour-brief,Velvet Contour Brief,Color,Grey,Size,S,,,V367-GY-S,0
mens-lace-bra-1,Paris Lace Bra,Size,2XL,Color,Lavender,,,Z768-LV-2X,5
mens-lace-bra-1,Paris Lace Bra,Size,XL,Color,Lavender,,,Z768-LV-XL,11
mens-lace-bra-1,Paris Lace Bra,Size,L,Color,Lavender,,,Z768-LV-L,13
mens-lace-bra-1,Paris Lace Bra,Size,M,Color,Lavender,,,Z768-LV-M,14
bubble-gum-pink-argyle-tights,Bubble Gum Pink Argyle Tights,Size,L/XL,Color,Pink,,,X646-PK-XL,2
bubble-gum-pink-argyle-tights,Bubble Gum Pink Argyle Tights,Size,S/M,Color,Pink,,,X646-PK-M,3
venise-tanga,Venice Tanga 2XL only,Size,2XL,Color,Black,,,Z350-BK-2X,9
lace-frills-brief,Lace Frills Brief,Color,Fuschia,Size,2XL,,,Z459-FU-2X,0
lace-frills-brief,Lace Frills Brief,Color,Fuschia,Size,S,,,Z459-FU-S,0
rugby-rip-stop-short,Rugby Rip Stop Short,Size,2XL,Color,White,,,T056-WT-2X,6
rugby-rip-stop-short,Rugby Rip Stop Short,Size,XL,Color,White,,,T056-WT-XL,1
rugby-rip-stop-short,Rugby Rip Stop Short,Size,L,Color,White,,,T056-WT-L,3
rugby-rip-stop-short,Rugby Rip Stop Short,Size,M,Color,White,,,T056-WT-M,0
rugby-rip-stop-short,Rugby Rip Stop Short,Size,S,Color,White,,,T056-WT-S,5
velvet-booty-boxer,Velvet Booty Boxer,Color,Red,Size,2XL,,,V366-RD-2X,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Red,Size,XL,,,V366-RD-XL,3
velvet-booty-boxer,Velvet Booty Boxer,Color,Red,Size,L,,,V366-RD-L,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Red,Size,M,,,V366-RD-M,0
velvet-booty-boxer,Velvet Booty Boxer,Color,Red,Size,S,,,V366-RD-S,3
mens-satin-high-waist-panty,Ooh La La Panty,Color,Red,Size,2XL,,,Z705-RD-2X,6
industrial-strength-fishnets,Industrial Strength Fishnets,Size,M,Color,Red,,,X9040-RD-M,6
lace-frills-brief,Lace Frills Brief,Color,White,Size,2XL,,,Z459-WT-2X,0
lace-frills-brief,Lace Frills Brief,Color,White,Size,S,,,Z459-WT-S,0
gothic-mistress-wig,Gothic Mistress Wig,Size,OS,Color,Yellow,,,X844-YL-OS,3
gothic-mistress-wig,Gothic Mistress Wig,Size,OS,Color,Purple,,,X844-PU-OS,2
the-bubblegum-bob-wig,The Bodacious Bob Wig,Size,OS,Color,Red,,,X843-RD-OS,1
sundae-swirl-brief,Sundae Swirl Brief,Size,2XL,Color,Pink,,,M300-PK-2X,0
sundae-swirl-brief,Sundae Swirl Brief,Size,XL,Color,Pink,,,M300-PK-XL,0
sundae-swirl-brief,Sundae Swirl Brief,Size,L,Color,Pink,,,M300-PK-L,0
sundae-swirl-brief,Sundae Swirl Brief,Size,M,Color,Pink,,,M300-PK-M,0
sundae-swirl-brief,Sundae Swirl Brief,Size,S,Color,Pink,,,M300-PK-S,0
showstopper-zip-bodysuit,Showstopper Zip Bodysuit,Color,Neon Yellow,Size,XL,,,Q045-NY-XL,2
showstopper-zip-bodysuit,Showstopper Zip Bodysuit,Color,Neon Pink,Size,XL,,,Q045-NP-XL,1
showstopper-zip-bodysuit,Showstopper Zip Bodysuit,Color,Neon Yellow,Size,S,,,Q045-NY-S,16
showstopper-zip-bodysuit,Showstopper Zip Bodysuit,Color,Neon Pink,Size,S,,,Q045-NP-S,12
pop-of-color-nylon-pantyhose,Pop of Color Nylon Pantyhose,Color,Green,Size,L/XL,,,X620-GR-XL,3
pop-of-color-nylon-pantyhose,Pop of Color Nylon Pantyhose,Color,Green,Size,S/M,,,X620-GR-M,0
pop-of-color-nylon-pantyhose,Pop of Color Nylon Pantyhose,Color,Orange,Size,L/XL,,,X620-OR-XL,5
pop-of-color-nylon-pantyhose,Pop of Color Nylon Pantyhose,Color,Orange,Size,S/M,,,X620-OR-M,3
bronzer-and-blush-compact-duo,Bronzer and Blush Compact Duo,Title,Default Title,,,,,LB105,2
mens-plaid-schoolgirl-dress,Goth Lolita Dress,Size,2XL,,,,,Z911-RD-2X,10
